319	69	a	Anywhere in the world, when someone uses a mobile phone, e-mail, the Internet or GPS, they are enjoying the benefits of the American miracle.
320	67	a	"More ""25- to 34-year-olds are moving to Austin than any other city in America."""
321	0	a	Ben Affleck Worried Jennifer Garner Divorce Is Hurting Career?
322	57	a	The manufacturing sector created more than 7,000 new jobs during the first six months of 2016.
323	98	a	Executive Order Gives Pay Raise to Vice President, Members of Congress and Federal Workers
324	67	a	There is majority support for the Democrats' health care plans.
325	51	a	(Jeff) Atwater's bank was so weak that just a few months ago it was shut down by the FDIC.
326	96	a	First, he said he would leave residual forces in Iraq, and now he says he wouldn't.
327	1	a	Blake Shelton, Gwen Stefani Marriage Plans “In Crisis”?
328	67	a	Let’s face it, we’ve had the five biggest deficits in Australian history from Wayne Swan’s five budgets.
329	55	a	The claim: Environment Minister Greg Hunt says the Coalition's emissions reduction fund, at $13.95 per tonne of carbon, is around 1 per cent of the cost of reducing carbon under the former Labor government's carbon pricing scheme, which he says cost $1,300 a tonne.
330	69	a	On average, Americans spend less than 10 percent of their disposable income on food. Compare that to folks in Mexico, who spend 22 percent, China, 28 percent and Russia, 37 percent.
331	96	a	"AriZona changed its ""Southern Style Sweet Tea"" label after consumers complained that it depicted offensive images."
332	88	a	I will veto. I will unsign that (President Barack Obama's gun executive order) so fast.
333	54	a	The claim: Indonesian politician Tantowi Yahya says it is illegal for Australia to turn back asylum seeker boats in international waters.
334	0	a	Paris Jackson “Doing Drugs” Amid “Family Crisis,” 
335	52	a	As mayor, I will launch a pre-kindergarten initiative aimed at helping to institutionalize pre-K for three- and four-year-olds in our city as one of the Mayor's Education Outreach Coordinator's highest-priority projects.
336	51	a	Said that his batting average with Congress is higher than every other president since Dwight D. Eisenhower except Lyndon Johnson.
337	96	a	"Says Scott Walker enacted ""the biggest cuts to education in our state’s history."""
338	96	a	It’s been 14 years since a president or a vice president or a member of their family has not gone and attended at least an event at the Olympics.
339	0	a	Justin Bieber Laughing Over The Weeknd Shading Selena Gomez, 
340	96	a	GEORGIA ROADWAY FATALITIES THIS YEAR: 59 PLEASE DRIVE SAFELY
341	43	a	I supported the surge when you didn't.
342	45	a	The “crabby old man” who died with an inspirational poem in his pocket
343	43	a	"A warning about ""another friend request"" alerts Facebook users about potential account ""cloning."""
344	0	a	George Clooney Told Amal He Wants Twins Again?
345	3	a	Teresa Giudice In New Romance?
346	69	a	By some estimates, as few as 2 percent of the 50,000 (Central American) children who have crossed the border illegally this year have been sent home.
347	0	a	Is There A “Friends” Spinoff Starring Lisa Kudrow?
348	67	a	The [Obama] administration’s regulatory assault on coal-fired energy has put thousands of Americans out of work
349	67	a	We have laws on the books where people can walk right up to our ports of entry, say ‘I have a credible fear of persecution,’ and we bring them in. We don’t send them back.
350	55	a	The claim: Bob Katter claims there were more gun deaths after the 1996 gun laws were introduced than there were in the three years before.
351	66	a	Did President Obama Refuse to Turn the White House Blue to Honor Fallen Police?
352	2	a	“The Bachelor Winter Games” Recap: Who Was Eliminated After Kissing Contest And Who Quit?
353	91	a	Walmart Check for Quality Control Program
354	43	a	The DEA raided the vacation ranch of U.S. Senator Hal Lindsay of New Jersey and seized large quantities of illegal drugs.
355	0	a	Did Brad Pitt And Demi Moore Ever Date?
356	97	a	Flower And Wine Delivery Credit Card Warning
357	69	a	Today, 27 million people .. are enslaved.
358	77	a	Fact Vs Fiction: Did Narendra Modi Sell Tea & Did Rahul Gandhi Enter A Women’s Toilet?
359	51	a	When Mitt Romney was governor, Massachusetts ranked 47th out of 50 states in job creation.
360	69	a	Even with a permanent income tax increase... the budget is more than $1 billion out of balance…
361	43	a	A chart shows the relationship of voting patterns and intelligence quotients by state.
362	112	a	FACT CHECK: Did John Brennan Once Vote For The Communist Party?
363	43	a	I never favored cap and trade.
364	51	a	Currently, when we ship products out of America, many other countries make us pay very high tariffs and taxes — but when foreign companies ship their products into America, we charge them nothing or almost nothing.
365	43	a	Over the last four years, the deficit has gone up, but 90 percent of that is as a consequence of President George W. Bush’s policies and the recession.
366	51	a	"Dan Patrick said that if women ""get paid less than a man for the same job, that that’s not a problem."""
367	96	a	"During the Jim Crow era of racial segregation in the American South, some businesses posted ""colored only, no whites allowed"" signs over their doors."
368	98	a	Pictures of Muslim Protests in London
369	69	a	"Louie Gohmert of Texas ""compared the current general-in-charge in Egypt to George Washington."""
370	43	a	"Under Barack Obama, ""the fewest number of adults are working since Jimmy Carter’s presidency."""
371	67	a	HUD director Ben Carson found more than $500 billion in accounting errors at the federal agency.
372	31	a	Statement: “We’re the only (California) county to receive this funding and it was the largest grant in the United States,” Supervisor Ron Roberts, running for reelection this fall, said during a candidates’ debate Oct. 6.
373	77	a	Army Man Behind The Viral Kerala Floods Video: Is He An ‘Imposter’?
374	51	a	"Says the federal stimulus program was ineffective because ""the number of jobs has actually decreased by 18,300 through July 2011."""
375	98	a	Chinese Firm Purchased Smithfield Farms
376	83	a	Idaho mother sentenced to prison after multiple citations for breastfeeding in public.
377	43	a	Says Allen West violated federal law by scuba diving with U.S. flag.
378	43	a	"The 2009 stimulus bill ""failed to get people back to work."""
379	88	a	I will issue a strong executive order on ethics on my first day of office. I will attack the culture of corruption and cronyism that hinders job creation starting on my first day in office. I will demand the highest standards of appropriate behavior. This executive order will designate one individual as the contact person for all state and municipal employees, as well as private citizens, to contact with concerns about unethical behavior involving state and local government.
380	67	a	"When Susan Rice spoke about Benghazi on Sunday news shows, she said ""that al-Qaida might be involved, or other al-Qaida affiliates might be involved, or non-al-Qaida Libyan extremists, which I think demonstrates that there was no effort to play that down."""
381	83	a	Says campaign contributions to her rival for a state House seat was money intended for schoolchildren.
382	96	a	If Democrats gain a majority in the House of Representatives, Maxine Waters could become chair of a committee that has the power to subpoena President Trump’s bank records.
383	30	a	Statement: “Last year, [the state Department of Alcoholic Beverage Control] processed 9,444 new alcohol licenses. They denied seven,” Scott Chipman, an advocate for Pacific Beach residents, said during an interview with Channel 6 that aired Feb. 11.
384	43	a	There's no rationing in any of these bills.
385	57	a	the real atmosphere is less sensitive to CO2 than what has been forecast by climate models
386	43	a	"A meme quotes Rep. Nancy Pelosi as saying: ""I am disgusted with ‘President’ Trump allowing people to keep more of the money they earn."""
387	43	a	"A North Carolina study proves that ""probably over a million people voted twice in (the 2012) election."""
388	96	a	John McCain voted against establishing a national holiday in honor of Dr. Martin Luther King, Jr.
389	51	a	Pennsylvania (is) the only state in the country not to tax drillers.
390	96	a	"Since 1978, college ""tuition nationwide has gone up something like four times the rate of inflation."""
391	43	a	"Of the roughly 15 percent of Americans who don’t have health insurance, ""half of them made more than $50,000 a year."""
392	51	a	Darryl Hicks had seven ethics violations and didn't pay most of the fines.
393	43	a	A man died in a meth lab explosion after attempting to light his own flatulence.
394	67	a	"Recommendations for a major tax overhaul for Georgia are an ""overall tax hike."""
395	6	a	The policies put into place by Rudy ultimately brought down crime by 76 percent and murder by 84 percent.
396	51	a	We know that tax cuts are remarkably un-stimulative when you compare them with different kinds of government spending.
397	51	a	Austin is the safest big city in Texas.
398	83	a	"Says President Barack Obama ""has taken less vacation days than any other president in a generation,"" while Congress ""has taken more vacation days than any other Congress in history."""
399	14	a	809 Area Code Scam Warning Email
400	83	a	"The number of illegal immigrants in the United States is ""30 million, it could be 34 million."""
401	69	a	"Says David Rivera ""received a $5,000 campaign contribution from Congressman Spencer Bachus, who is currently under House Ethics investigation for insider trading."""
402	43	a	Just hit 50% in the Rasmussen Poll, much higher than President Obama at same point.
403	0	a	Meghan Markle’s “Wild Past” Being Erased By MI5 Agents?
404	77	a	​VERA Files joins Facebook’s third-party fact-checking program in PH
405	43	a	Did the Parkland Shooting Suspect Have a ‘Connection’ to Barack Obama?
406	43	a	"Says New Jersey’s job growth in May represents ""25 percent of all the jobs created in the country."""
407	77	a	Help Us Fact Check
408	51	a	"Says small businesses ""make up 98.9 percent of all businesses in the state and employ nearly half of the state's private sector workforce"" and ""almost never receive a penny of government money."""
409	51	a	We are the most generous in New England and New England is known for its generosity toward its welfare recipients.
410	83	a	This administration is slashing the Navy to pay for more Obamacare.
411	54	a	Our constituents are the poorest, that's one thing we do know and so we are always looking out for them, Deputy Leader of the Nationals Barnaby Joyce told ABC TV's Q&A.
412	43	a	Hulu cancelled plans to stream comedian Michelle Wolf’s standup special after her appearance at the 2018 White House Correspondents Dinner.
413	67	a	The city that I was mayor of was 50 percent Latino, and I won with 90 percent of the vote...
414	43	a	Michele Bachmann compare the Great Wall of China to a U.S.-Mexico border fence.
415	67	a	"Says Merrick Garland ""authored an opinion that resulted in the release of 17 Guantanamo Bay prisoners who were part of a group of violent Islamist extremists the State Department had designated as terrorists."""
416	67	a	Congress, criminals, Scientologists and other groups are exempt from Obamacare.
417	96	a	Fireworks have never been safer, and their use continues to increase each year.
418	0	a	Kim Kardashian Did “Tell All” On “Crumbling Marriage” To Kanye West, 
419	96	a	"The new 21st State Senate district was ""created in secret for Van Wanggaard. It was drawn within half a block of his house."""
420	77	a	Claim Scotland Office hospitality spending has increased seven-fold is False
421	96	a	The top 1 percent (of income earners) paid 36.7 percent (of the taxes). ... The top 50 percent pay 97.7 percent.
422	111	a	FACT CHECK: Is There 'No Evidence' Tax Cuts Lead To Economic Growth?
423	36	a	Fake Center Parcs Facebook Page
424	43	a	Coca-Cola has bought the rights to Dr Pepper and will be discontinuing production of the latter soft drink.
425	69	a	"Says opponent Kathie Tovo ""believes that Austin invests too much in the cops, firefighters and paramedics that protect our families and neighborhoods."""
426	14	a	The Westfield Gift Card Competition on Facebook
427	67	a	The head of the FBI has told Congress they cannot vet those (Syrian) refugees.
428	51	a	"Says he ""made St. Petersburg the state's best maintained large sewer system in 2007."""
429	66	a	"Joseph Stalin said some version of ""It's not the people who vote that count, it's the people who count the votes."""
430	63	a	Virginia Lt. Gov. Ralph Northam was the “deciding vote” in “favor of sanctuary cities that let dangerous illegal immigrants back on the streets.”
